OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
VODAFONE OMNITEL,2015 January 07,DA REALIZZARE,SAN VITO AL TAGLIAMENTO,PN,333865,5084631.3
VODAFONE OMNITEL,2015 March 25,REALIZZATO,TARVISIO,UD,392180.3,5151107.2
TELECOM ITALIA MOBILE,2018 November 20,REALIZZATO,MANZANO,UD,375107.6,5094094.1
VODAFONE OMNITEL,2014 March 10,REALIZZATO,GORIZIA,GO,393139.6,5087397
VODAFONE OMNITEL,2015 May 06,DA REALIZZARE,DUINO AURISINA,TS,394137.1,5069081
WIND-TRE,2017 September 05,REALIZZATO,TRIESTE,TS,406627.6,5054872.7
WIND-TRE,2016 May 12,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
VODAFONE OMNITEL,2014 April 23,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
VODAFONE OMNITEL,2014 May 20,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
VODAFONE OMNITEL,2014 July 21,REALIZZATO,BRUGNERA,PN,311258.7,5088262
TELECOM ITALIA MOBILE,2014 April 22,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
WIND-TRE,2018 February 07,REALIZZATO,DOBERDO' DEL LAGO,GO,386125.5,5078070.3
VODAFONE OMNITEL,2015 August 20,REALIZZATO,TARVISIO,UD,391011.8,5151142
TELECOM ITALIA MOBILE,2018 May 22,DA REALIZZARE,LIGNANO SABBIADORO,UD,355603.5,5061639.7
TELECOM ITALIA MOBILE,2014 April 03,REALIZZATO,MUZZANA DEL TURGNANO,UD,355662.5,5075342
ALTRO GESTORE,2017 October 25,DA REALIZZARE,PORDENONE,PN,318047.5,5092188.7
TELECOM ITALIA MOBILE,2013 June 17,DA REALIZZARE,SACILE,PN,307549,5090781.9
VODAFONE OMNITEL,2014 November 24,REALIZZATO,MONTENARS,UD,359767.2,5124163.4
ALTRO GESTORE,2004 August 11,REALIZZATO,PONTEBBA,UD,370083,5151868.7
TELECOM ITALIA MOBILE,2015 May 14,REALIZZATO,PRADAMANO,UD,368301,5099442.3
ALTRO GESTORE,,REALIZZATO,PONTEBBA,UD,369485,5150810
WIND-TRE,2019 January 11,REALIZZATO,MONFALCONE,GO,384103.5,5074356.3
TELECOM ITALIA MOBILE,2017 February 07,REALIZZATO,RESIA,UD,365372.6,5138522.1
WIND-TRE,2014 May 19,REALIZZATO,TARVISIO,UD,387532.7,5151470.1
VODAFONE OMNITEL,2014 September 17,REALIZZATO,ROMANS D'ISONZO,GO,378727.7,5082073
TELECOM ITALIA MOBILE,2013 March 21,REALIZZATO,TRIESTE,TS,404393.2,5056904.1
ALTRO GESTORE,2016 May 05,REALIZZATO,CAMPOFORMIDO,UD,357680,5098540
TELECOM ITALIA MOBILE,2017 May 19,REALIZZATO,TRIESTE,TS,405616.4,5054680.7
WIND-TRE,2018 May 02,REALIZZATO,MOSSA,GO,387139.6,5089972.1
TELECOM ITALIA MOBILE,2018 March 23,REALIZZATO,DUINO AURISINA,TS,390415.3,5071714.6
ALTRO GESTORE,2003 July 15,REALIZZATO,TRICESIMO,UD,363711.1,5113225.9
VODAFONE OMNITEL,2014 October 30,REALIZZATO,PAVIA DI UDINE,UD,365915.1,5095207.5
TELECOM ITALIA MOBILE,2014 March 18,REALIZZATO,SANTA MARIA LA LONGA,UD,366467.8,5087489.7
TELECOM ITALIA MOBILE,2004 March 09,REALIZZATO,MUGGIA,TS,406857.1,5050059.4
VODAFONE OMNITEL,2014 February 27,REALIZZATO,OVARO,UD,334840.3,5151823.5
TELECOM ITALIA MOBILE,2013 June 14,DA REALIZZARE,GONARS,UD,365235.5,5083872.8
VODAFONE OMNITEL,2015 October 23,REALIZZATO,PRAVISDOMINI,PN,319876.4,5076102.2
ALTRO GESTORE,2008 July 11,REALIZZATO,SESTO AL REGHENA,PN,335260.2,5079686.2
TELECOM ITALIA MOBILE,2016 February 23,REALIZZATO,AVIANO,PN,311328.3,5103493
TELECOM ITALIA MOBILE,2016 November 29,REALIZZATO,PORDENONE,PN,318381.9,5092533.1
TELECOM ITALIA MOBILE,2013 November 12,DA REALIZZARE,ARTA TERME,UD,348395,5148557.3
ALTRO GESTORE,2016 June 30,REALIZZATO,TRIESTE,TS,408638.4,5052863.4
TELECOM ITALIA MOBILE,2017 May 18,REALIZZATO,UDINE,UD,364013.2,5102365.8
VODAFONE OMNITEL,2016 June 30,REALIZZATO,TARCENTO,UD,362682.1,5119129.4
TELECOM ITALIA MOBILE,2017 May 23,REALIZZATO,TRIESTE,TS,406061.6,5057451.5
ALTRO GESTORE,2005 May 24,REALIZZATO,BASILIANO,UD,353727.8,5097257.6
TELECOM ITALIA MOBILE,2014 April 16,REALIZZATO,TRASAGHIS,UD,350402.7,5130838.8
TELECOM ITALIA MOBILE,2014 September 12,REALIZZATO,GEMONA DEL FRIULI,UD,356713.3,5126738.4
TELECOM ITALIA MOBILE,2017 March 13,REALIZZATO,TRIESTE,TS,402865.2,5058852.1
WIND-TRE,2018 April 03,REALIZZATO,LATISANA,UD,344767.2,5070861.3
VODAFONE OMNITEL,2014 October 20,REALIZZATO,TRAMONTI DI SOTTO,PN,326195.1,5124256.9
VODAFONE OMNITEL,2015 May 21,REALIZZATO,MAIANO,UD,350376.7,5116435.3
TELECOM ITALIA MOBILE,2014 March 28,REALIZZATO,GORIZIA,GO,392350.6,5086594
VODAFONE OMNITEL,2015 August 14,REALIZZATO,SEDEGLIANO,UD,343041.5,5097832.5
TELECOM ITALIA MOBILE,2018 August 07,REALIZZATO,CIVIDALE DEL FRIULI,UD,378868.7,5104818.3
VODAFONE OMNITEL,2015 February 24,DA REALIZZARE,GRADISCA D'ISONZO,GO,383254.5,5083652.1
TELECOM ITALIA MOBILE,2014 May 21,REALIZZATO,ARTEGNA,UD,357220,5121863.9
ILIAD ITALIA,2019 September 30,DA REALIZZARE,FIUME VENETO,PN,325453.9,5088479.1
WIND-TRE,2016 March 01,REALIZZATO,BRUGNERA,PN,310209.3,5085197.2
VODAFONE OMNITEL,2014 November 17,REALIZZATO,DOGNA,UD,368999.8,5146883.1
TELECOM ITALIA MOBILE,2016 November 04,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241
ALTRO GESTORE,2016 December 22,DA REALIZZARE,RONCHI DEI LEGIONARI,GO,383602.4,5076075
TELECOM ITALIA MOBILE,2014 April 14,REALIZZATO,FIUME VENETO,PN,326183.6,5087171.4
VODAFONE OMNITEL,2015 April 20,REALIZZATO,POZZUOLO DEL FRIULI,UD,362040.3,5097081.1
ALTRO GESTORE,2007 October 25,REALIZZATO,CERVIGNANO DEL FRIULI,UD,369402.1,5079280.6
VODAFONE OMNITEL,2016 March 07,DA REALIZZARE,SPILIMBERGO,PN,336432.3,5108731.5
ILIAD ITALIA,2019 July 31,DA REALIZZARE,TRIESTE,TS,406689.4,5057024.1
VODAFONE OMNITEL,2012 March 01,REALIZZATO,BARCIS,PN,311865.6,5118192.1
VODAFONE OMNITEL,2016 August 03,DA REALIZZARE,MARTIGNACCO,UD,357138,5106432.3
VODAFONE OMNITEL,2014 August 06,REALIZZATO,CARLINO,UD,358252.2,5071106.1
VODAFONE OMNITEL,2014 December 01,DA REALIZZARE,GORIZIA,GO,393485.2,5088964.6
VODAFONE OMNITEL,2014 June 23,REALIZZATO,MONTEREALE VALCELLINA,PN,320551.6,5107709.7
WIND-TRE,2013 June 18,REALIZZATO,FORNI DI SOTTO,UD,320865.6,5140640.3
TELECOM ITALIA MOBILE,2017 December 07,DA REALIZZARE,TRIESTE,TS,405324.5,5056534.8
VODAFONE OMNITEL,2015 October 23,REALIZZATO,RONCHI DEI LEGIONARI,GO,384230.2,5076385.2
WIND-TRE,2018 January 30,REALIZZATO,ROMANS D'ISONZO,GO,377033.7,5084369.5
TELECOM ITALIA MOBILE,2013 July 03,REALIZZATO,SAN GIORGIO DI NOGARO,UD,362388.3,5071663
TELECOM ITALIA MOBILE,2014 May 15,REALIZZATO,RONCHIS,UD,344916.9,5075125
WIND-TRE,2011 December 01,REALIZZATO,AMPEZZO,UD,331011.1,5142683.8
TELECOM ITALIA MOBILE,2017 April 11,REALIZZATO,TRIESTE,TS,404160,5057434.1
VODAFONE OMNITEL,2002 July 15,REALIZZATO,TARVISIO,UD,390233.1,5143653.8
WIND-TRE,2012 May 24,REALIZZATO,SPILIMBERGO,PN,337182.8,5109440.5
TELECOM ITALIA MOBILE,2014 June 09,REALIZZATO,MONFALCONE,GO,383890.8,5074095.7
WIND-TRE,2012 October 02,DA REALIZZARE,PALUZZA,UD,347486.3,5154587.1
TELECOM ITALIA MOBILE,2016 November 04,REALIZZATO,MUGGIA,TS,406637.9,5049291.1
VODAFONE OMNITEL,2015 July 29,DA REALIZZARE,DOGNA,UD,370112.7,5144349.1
TELECOM ITALIA MOBILE,2019 July 19,REALIZZATO,GORIZIA,GO,393139.6,5087397
VODAFONE OMNITEL,2015 May 21,REALIZZATO,SACILE,PN,305677.1,5091210.2
VODAFONE OMNITEL,2007 March 28,REALIZZATO,AZZANO DECIMO,PN,323115.8,5083312.9
ILIAD ITALIA,2018 November 06,DA REALIZZARE,UDINE,UD,364636.7,5104032.7
TELECOM ITALIA MOBILE,2014 March 25,REALIZZATO,AZZANO DECIMO,PN,320184.9,5084703.3
TELECOM ITALIA MOBILE,2014 July 07,REALIZZATO,SACILE,PN,306752.3,5091914.4
VODAFONE OMNITEL,2014 January 24,REALIZZATO,PINZANO AL TAGLIAMENTO,PN,338636.7,5114850.6
WIND-TRE,2012 October 25,DA REALIZZARE,FONTANAFREDDA,PN,309719,5089926.2
VODAFONE OMNITEL,2015 July 17,DA REALIZZARE,POVOLETTO,UD,368334.5,5107930.6
TELECOM ITALIA MOBILE,2018 October 15,REALIZZATO,CAVAZZO CARNICO,UD,350448.1,5135204.7
VODAFONE OMNITEL,2015 October 01,REALIZZATO,CAVAZZO CARNICO,UD,350448.1,5135204.7
TELECOM ITALIA MOBILE,2017 June 14,REALIZZATO,TRIESTE,TS,407044.9,5056199.1
VODAFONE OMNITEL,2014 March 14,REALIZZATO,CASTELNOVO DEL FRIULI,PN,338543.9,5118313.3
TELECOM ITALIA MOBILE,2016 June 17,DA REALIZZARE,PORDENONE,PN,318798.9,5092293.1
WIND-TRE,2012 January 19,DA REALIZZARE,FORNI DI SOPRA,UD,313782.7,5143492.1
WIND-TRE,2017 August 01,REALIZZATO,TRIESTE,TS,401763,5061936.16
VODAFONE OMNITEL,2014 August 22,REALIZZATO,CASARSA DELLA DELIZIA,PN,332531.7,5091463.3
VODAFONE OMNITEL,2015 June 30,REALIZZATO,GORIZIA,GO,393825.4,5090055.1
VODAFONE OMNITEL,2014 January 13,REALIZZATO,BASILIANO,UD,352882.4,5099775.8
VODAFONE OMNITEL,2016 February 15,REALIZZATO,NIMIS,UD,365483.9,5116384.4
VODAFONE OMNITEL,2013 February 01,REALIZZATO,UDINE,UD,364611.7,5101030.9
VODAFONE OMNITEL,2015 August 28,DA REALIZZARE,CASARSA DELLA DELIZIA,PN,332738.7,5090569.8
ALTRO GESTORE,2008 February 27,REALIZZATO,TRIESTE,TS,403974.3,5059683.7
VODAFONE OMNITEL,2014 March 25,REALIZZATO,AZZANO DECIMO,PN,320184.9,5084703.3
VODAFONE OMNITEL,2018 January 16,DA REALIZZARE,BASILIANO,UD,350599.8,5095889.1
VODAFONE OMNITEL,2015 April 20,REALIZZATO,SAN DANIELE DEL FRIULI,UD,343182,5110910.5
ALTRO GESTORE,2003 November 25,REALIZZATO,ZOPPOLA,PN,326204.1,5090439.7
TELECOM ITALIA MOBILE,2013 May 31,REALIZZATO,TRIESTE,TS,399720.2,5062089.1
WIND-TRE,2017 May 26,DA REALIZZARE,SAN VITO AL TORRE,UD,374734.6,5084244.9
TELECOM ITALIA MOBILE,2018 October 15,DA REALIZZARE,CANEVA,PN,302920.2,5095184
TELECOM ITALIA MOBILE,2012 December 21,DA REALIZZARE,CORMONS,GO,381225.6,5089245.3
WIND-TRE,2018 February 12,REALIZZATO,GRADO,GO,380017.4,5064020.5
ALTRO GESTORE,2016 July 13,REALIZZATO,GRADISCA D'ISONZO,GO,383273.6,5082529.3
TELECOM ITALIA MOBILE,2015 May 26,DA REALIZZARE,RONCHI DEI LEGIONARI,GO,382987.6,5076513.9
VODAFONE OMNITEL,2014 December 10,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,377532.1,5090724.7
TELECOM ITALIA MOBILE,2015 February 24,REALIZZATO,SPILIMBERGO,PN,337658.8,5108289.5
TELECOM ITALIA MOBILE,2012 July 10,REALIZZATO,MARTIGNACCO,UD,356446.1,5105323.4
TELECOM ITALIA MOBILE,2014 May 29,REALIZZATO,MONFALCONE,GO,384783.5,5073660.3
ALTRO GESTORE,2007 October 22,REALIZZATO,PRADAMANO,UD,366352.1,5100351.3
VODAFONE OMNITEL,2014 April 16,REALIZZATO,TRASAGHIS,UD,350402.7,5130838.8
TELECOM ITALIA MOBILE,2017 December 07,REALIZZATO,GRADO,GO,379699.99,5061515.97
TELECOM ITALIA MOBILE,2015 June 11,REALIZZATO,CHIONS,PN,322005.6,5079934.1
WIND-TRE,2013 May 31,DA REALIZZARE,UDINE,UD,365056.8,5098670.9
VODAFONE OMNITEL,2014 July 16,DA REALIZZARE,TAIPANA,UD,375222.3,5122781.5
WIND-TRE,2018 March 19,DA REALIZZARE,LATISANA,UD,348112.6,5064570.9
TELECOM ITALIA MOBILE,2017 November 15,REALIZZATO,TALMASSONS,UD,356249.7,5087849.3
WIND-TRE,2019 August 09,DA REALIZZARE,MANIAGO,PN,324113.6,5116023
VODAFONE OMNITEL,2015 May 05,REALIZZATO,DIGNANO,UD,341293.1,5105849.7
TELECOM ITALIA MOBILE,2016 November 23,REALIZZATO,CLAUT,PN,305014,5126421.3
TELECOM ITALIA MOBILE,2014 February 24,REALIZZATO,SAN GIORGIO DELLA RICHINVELDA,PN,332602.9,5100053.8
TELECOM ITALIA MOBILE,2019 March 05,REALIZZATO,BASILIANO,UD,350599.8,5095889.1
WIND-TRE,2017 July 04,REALIZZATO,PULFERO,UD,381309.7,5116517.1
TELECOM ITALIA MOBILE,2014 March 03,REALIZZATO,TARVISIO,UD,390254,5141716.8
TELECOM ITALIA MOBILE,2014 June 13,REALIZZATO,CAPRIVA DEL FRIULI,GO,384630.6,5087944.2
WIND-TRE,2012 February 23,REALIZZATO,SPILIMBERGO,PN,335955.8,5108367.5
TELECOM ITALIA MOBILE,2017 June 12,REALIZZATO,UDINE,UD,363276.7,5106098.5
WIND-TRE,2019 June 25,DA REALIZZARE,LIGNANO SABBIADORO,UD,353917.6,5059823.8
VODAFONE OMNITEL,2018 April 09,REALIZZATO,LIGNANO SABBIADORO,UD,352001.7,5056795
TELECOM ITALIA MOBILE,2015 February 26,REALIZZATO,GEMONA DEL FRIULI,UD,356275.8,5127501.4
VODAFONE OMNITEL,2015 June 09,REALIZZATO,POZZUOLO DEL FRIULI,UD,362671.8,5095597.7
TELECOM ITALIA MOBILE,2014 June 16,REALIZZATO,ZOPPOLA,PN,327431.9,5093003
VODAFONE OMNITEL,2016 February 19,REALIZZATO,UDINE,UD,363576.1,5102384.4
VODAFONE OMNITEL,2015 March 20,DA REALIZZARE,TRAMONTI DI SOTTO,PN,331773,5124882.2
WIND-TRE,2018 May 08,REALIZZATO,CAPRIVA DEL FRIULI,GO,384630.6,5087944.2
TELECOM ITALIA MOBILE,2013 June 21,DA REALIZZARE,FIUME VENETO,PN,324278.6,5088762.1
VODAFONE OMNITEL,2017 August 22,REALIZZATO,PULFERO,UD,381194.3,5116272.9
WIND-TRE,,REALIZZATO,TRIESTE,TS,407955.4,5054020.6
TELECOM ITALIA MOBILE,2013 July 15,DA REALIZZARE,PAVIA DI UDINE,UD,368957.9,5094855.6
TELECOM ITALIA MOBILE,2014 March 25,REALIZZATO,PRECENICCO,UD,350502.1,5072630.9
ALTRO GESTORE,2005 May 18,REALIZZATO,ARTEGNA,UD,358337.9,5121372.2
VODAFONE OMNITEL,2014 April 29,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
VODAFONE OMNITEL,2009 December 23,DA REALIZZARE,DOGNA,UD,369115.8,5146682.1
TELECOM ITALIA MOBILE,2017 August 07,DA REALIZZARE,MOGGIO UDINESE,UD,360639.6,5149639.6
VODAFONE OMNITEL,2014 January 13,REALIZZATO,PRADAMANO,UD,369256,5099722.3
TELECOM ITALIA MOBILE,2014 October 21,DA REALIZZARE,RONCHI DEI LEGIONARI,GO,382322.9,5075337.2
WIND-TRE,2006 February 20,REALIZZATO,TAVAGNACCO,UD,362736.4,5108033.4
VODAFONE OMNITEL,2015 November 26,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,408520.3,5051100.8
TELECOM ITALIA MOBILE,2017 November 10,DA REALIZZARE,UDINE,UD,361271.3,5103665.7
TELECOM ITALIA MOBILE,2018 March 02,REALIZZATO,POVOLETTO,UD,368026.36,5105944.49
TELECOM ITALIA MOBILE,2015 May 07,REALIZZATO,PORCIA,PN,315473.9,5093242
WIND-TRE,2018 March 28,REALIZZATO,DOBERDO' DEL LAGO,GO,388457.3,5079223.7
VODAFONE OMNITEL,2014 August 26,REALIZZATO,SACILE,PN,307680.1,5093099.7
TELECOM ITALIA MOBILE,2017 August 22,DA REALIZZARE,UDINE,UD,363909.3,5101281.9
WIND-TRE,2012 October 26,DA REALIZZARE,PORCIA,PN,315379.4,5093866.7
TELECOM ITALIA MOBILE,,REALIZZATO,TARVISIO,UD,395841.2,5154446.6
ALTRO GESTORE,2002 March 20,REALIZZATO,TARVISIO,UD,384926.2,5150571.3
WIND-TRE,2017 May 05,DA REALIZZARE,PALUZZA,UD,347489.3,5160649.1
TELECOM ITALIA MOBILE,2015 October 29,REALIZZATO,PASIAN DI PRATO,UD,360237.7,5103586.1
TELECOM ITALIA MOBILE,2014 January 28,REALIZZATO,TRIESTE,TS,407234.4,5053392.3
WIND-TRE,2019 September 04,DA REALIZZARE,SAN PIER D'ISONZO,GO,380778.6,5078225.9
VODAFONE OMNITEL,2015 October 23,REALIZZATO,POLCENIGO,PN,308269.2,5099546
TELECOM ITALIA MOBILE,2014 July 31,REALIZZATO,SACILE,PN,305874.7,5091981.9
TELECOM ITALIA MOBILE,2017 March 22,DA REALIZZARE,TRIESTE,TS,399970.7,5062751.7
VODAFONE OMNITEL,2011 February 08,REALIZZATO,PALUZZA,UD,347460.1,5154187.2
TELECOM ITALIA MOBILE,2014 June 04,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,376223.1,5092239
TELECOM ITALIA MOBILE,2014 December 10,REALIZZATO,DIGNANO,UD,342385.5,5108792.4
VODAFONE OMNITEL,2015 October 01,DA REALIZZARE,ZOPPOLA,PN,325874.6,5090645.1
VODAFONE OMNITEL,2016 September 06,REALIZZATO,TRIESTE,TS,405742.4,5053562.6
TELECOM ITALIA MOBILE,2012 November 30,DA REALIZZARE,LATISANA,UD,345619.2,5072430.3
WIND-TRE,2017 August 10,REALIZZATO,MUGGIA,TS,406771.7,5050364.1
TELECOM ITALIA MOBILE,2014 April 17,REALIZZATO,MAGNANO IN RIVIERA,UD,359227.1,5120655.5
WIND-TRE,2019 February 12,REALIZZATO,CORMONS,GO,381507.5,5090851.1
VODAFONE OMNITEL,2014 March 25,REALIZZATO,PRECENICCO,UD,350502.1,5072630.9
VODAFONE OMNITEL,2014 February 03,REALIZZATO,SEDEGLIANO,UD,343031.8,5096734.6
VODAFONE OMNITEL,2018 November 06,DA REALIZZARE,LIGNANO SABBIADORO,UD,356053.2,5061995.7
TELECOM ITALIA MOBILE,2014 May 09,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,2014 September 23,REALIZZATO,MONRUPINO,TS,406477.8,5063431.9
VODAFONE OMNITEL,2015 March 27,REALIZZATO,TRASAGHIS,UD,351710.6,5126564.1
ALTRO GESTORE,2003 August 01,REALIZZATO,SAN GIORGIO DI NOGARO,UD,360940.7,5076639.1
VODAFONE OMNITEL,2010 September 20,REALIZZATO,TRIVIGNANO UDINESE,UD,370486.9,5089806.5
TELECOM ITALIA MOBILE,2014 May 05,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
VODAFONE OMNITEL,2011 December 19,DA REALIZZARE,SAVOGNA,UD,387878.8,5114278.2
VODAFONE OMNITEL,2017 July 14,REALIZZATO,SESTO AL REGHENA,PN,330025.4,5080072.9
VODAFONE OMNITEL,2014 July 11,REALIZZATO,GORIZIA,GO,393746.8,5087599.3
WIND-TRE,2018 January 30,REALIZZATO,GRADO,GO,379923.4,5061669.5
VODAFONE OMNITEL,2015 May 14,REALIZZATO,PRADAMANO,UD,368301,5099442.3
ALTRO GESTORE,2004 March 19,REALIZZATO,CASSACCO,UD,361785.5,5116399.9
TELECOM ITALIA MOBILE,2014 August 19,REALIZZATO,SACILE,PN,307680.1,5093099.7
TELECOM ITALIA MOBILE,2014 May 06,REALIZZATO,VIVARO,PN,328841.1,5108652
VODAFONE OMNITEL,2015 July 09,REALIZZATO,MANIAGO,PN,323829,5115692.6
VODAFONE OMNITEL,2017 December 13,DA REALIZZARE,SACILE,PN,306752.3,5091914.3
VODAFONE OMNITEL,2015 January 27,REALIZZATO,SEQUALS,PN,332982.9,5113719.5
VODAFONE OMNITEL,2014 December 10,REALIZZATO,TOLMEZZO,UD,346632.1,5140320.1
VODAFONE OMNITEL,2014 October 27,REALIZZATO,AIELLO DEL FRIULI,UD,372024.2,5082165.1
ALTRO GESTORE,2003 December 09,REALIZZATO,TRIESTE,TS,405618.1,5060685.9
ALTRO GESTORE,2006 October 06,REALIZZATO,CODROIPO,UD,344287.1,5092783.1
TELECOM ITALIA MOBILE,2017 November 17,REALIZZATO,MERETO DI TOMBA,UD,351355.9,5102912.4
VODAFONE OMNITEL,2014 June 20,REALIZZATO,FIUMICELLO,UD,376187.9,5072511.9
ALTRO GESTORE,2016 September 23,REALIZZATO,PORDENONE,PN,319033.2,5090490
VODAFONE OMNITEL,2015 December 10,REALIZZATO,PORDENONE,PN,318210.1,5090667
TELECOM ITALIA MOBILE,2013 December 03,DA REALIZZARE,TARVISIO,UD,393645.2,5153218.6
VODAFONE OMNITEL,2015 December 23,REALIZZATO,AMPEZZO,UD,327038.4,5142912.9
VODAFONE OMNITEL,2014 August 25,REALIZZATO,SPILIMBERGO,PN,337658.8,5108289.5
TELECOM ITALIA MOBILE,2014 November 18,REALIZZATO,TRIESTE,TS,405594.9,5052460.1
WIND-TRE,2018 February 27,REALIZZATO,GORIZIA,GO,392756,5089435.3
VODAFONE OMNITEL,2018 March 28,REALIZZATO,LIGNANO SABBIADORO,UD,353846.4,5061065.2
TELECOM ITALIA MOBILE,2013 December 27,REALIZZATO,TAVAGNACCO,UD,362968.7,5106868.8
WIND-TRE,2017 May 30,REALIZZATO,FORGARIA NEL FRIULI,UD,342672.8,5120901.1
VODAFONE OMNITEL,2007 June 07,REALIZZATO,SAN CANZIAN D'ISONZO,GO,380726,5073733.6
VODAFONE OMNITEL,2014 September 18,REALIZZATO,MOSSA,GO,387118.6,5087274.1
WIND-TRE,2012 March 20,DA REALIZZARE,MARANO LAGUNARE,UD,357665.9,5069357.4
TELECOM ITALIA MOBILE,2012 October 23,REALIZZATO,RIVE D'ARCANO,UD,347465.5,5109291.6
WIND-TRE,2017 June 06,REALIZZATO,RAVASCLETTO,UD,340137.1,5153658.9
VODAFONE OMNITEL,2016 June 30,REALIZZATO,FONTANAFREDDA,PN,313049.1,5095314.2
VODAFONE OMNITEL,2012 December 17,REALIZZATO,UDINE,UD,364064.2,5099546.4
TELECOM ITALIA MOBILE,2017 August 08,DA REALIZZARE,TRIESTE,TS,404787,5054681.1
ILIAD ITALIA,2018 February 23,DA REALIZZARE,TRIESTE,TS,403924.2,5055442.1
VODAFONE OMNITEL,2015 September 01,REALIZZATO,PORDENONE,PN,319033.2,5090490.1
TELECOM ITALIA MOBILE,2014 January 09,REALIZZATO,CLAUZETTO,PN,339426.3,5120072.2
VODAFONE OMNITEL,2014 September 16,REALIZZATO,BICINICCO,UD,363630.1,5087830.7
TELECOM ITALIA MOBILE,2018 December 11,DA REALIZZARE,RESIA,UD,365315.6,5138531.9
VODAFONE OMNITEL,2014 October 02,REALIZZATO,SACILE,PN,305874.7,5091981.9
ALTRO GESTORE,2005 October 19,REALIZZATO,TRIESTE,TS,400607.3,5061749.4
TELECOM ITALIA MOBILE,2008 January 14,REALIZZATO,PALUZZA,UD,348772.3,5160855
VODAFONE OMNITEL,2015 January 13,REALIZZATO,FONTANAFREDDA,PN,310063.6,5096552.4
VODAFONE OMNITEL,2015 September 09,REALIZZATO,LIGNANO SABBIADORO,UD,352530.3,5059195.7
VODAFONE OMNITEL,2014 November 28,DA REALIZZARE,BRUGNERA,PN,310669,5089986.2
VODAFONE OMNITEL,2015 June 30,REALIZZATO,MONFALCONE,GO,388776.4,5071860.2
ALTRO GESTORE,2016 October 10,REALIZZATO,LESTIZZA,UD,355380.3,5092005.6
TELECOM ITALIA MOBILE,2019 May 27,REALIZZATO,BRUGNERA,PN,308643.6,5085763.9
TELECOM ITALIA MOBILE,2016 June 30,REALIZZATO,TARCENTO,UD,362682.1,5119129.4
VODAFONE OMNITEL,2001 February 19,REALIZZATO,FORNI DI SOTTO,UD,320797.3,5140622.8
TELECOM ITALIA MOBILE,2014 June 24,REALIZZATO,GORIZIA,GO,394079.6,5088648.9
WIND-TRE,2017 July 10,REALIZZATO,TRIESTE,TS,404214.9,5054984.1
WIND-TRE,2017 March 16,REALIZZATO,TRAVESIO,PN,334684.9,5117908.3
ALTRO GESTORE,2005 May 10,REALIZZATO,PONTEBBA,UD,372032,5152305.9
TELECOM ITALIA MOBILE,2014 October 17,REALIZZATO,AVIANO,PN,313706.6,5107494.6
WIND-TRE,2017 August 22,REALIZZATO,TRIESTE,TS,405283,5057392.1
WIND-TRE,2019 March 28,DA REALIZZARE,TRIESTE,TS,402313.8,5060137.5
WIND-TRE,2018 May 16,REALIZZATO,MOSSA,GO,386943.6,5087257.1
ALTRO GESTORE,2016 November 10,DA REALIZZARE,SAN DANIELE DEL FRIULI,UD,346324.7,5113594
TELECOM ITALIA MOBILE,2014 March 21,REALIZZATO,PORDENONE,PN,317434.5,5092473.2
TELECOM ITALIA MOBILE,2017 September 07,REALIZZATO,TRIESTE,TS,405742.4,5053562.6
VODAFONE OMNITEL,2014 September 03,REALIZZATO,GORIZIA,GO,392082.4,5090491.4
VODAFONE OMNITEL,2014 November 19,REALIZZATO,SAN GIORGIO DI NOGARO,UD,360761.6,5076523.8
TELECOM ITALIA MOBILE,2006 August 08,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370478.8,5076038.7
TELECOM ITALIA MOBILE,2015 March 27,REALIZZATO,GEMONA DEL FRIULI,UD,355055.6,5125973.9
VODAFONE OMNITEL,2015 March 13,REALIZZATO,CORNO DI ROSAZZO,UD,380151.3,5094686.5
TELECOM ITALIA MOBILE,2014 April 16,REALIZZATO,PALUZZA,UD,347489.3,5160649.1
TELECOM ITALIA MOBILE,2016 December 16,REALIZZATO,BARCIS,PN,311835.3,5117494.7
TELECOM ITALIA MOBILE,2014 July 21,REALIZZATO,FONTANAFREDDA,PN,311063.1,5095342.2
TELECOM ITALIA MOBILE,2006 January 26,REALIZZATO,FORNI AVOLTRI,UD,334446.3,5161380.5
VODAFONE OMNITEL,2014 July 14,REALIZZATO,POVOLETTO,UD,368912.1,5109376
WIND-TRE,2013 December 16,REALIZZATO,COMEGLIANS,UD,336968.3,5154511.4
TELECOM ITALIA MOBILE,2017 November 07,DA REALIZZARE,LIGNANO SABBIADORO,UD,354949.8,5061056.1
